time,temp,dwpt,rhum,prcp,snow,wdir,wspd,wpgt,pres,tsun,coco
2024-06-15 17:00:00,30.3,25.8,77.0,0.0,,230.0,18.7,,1001.8,,3.0
2024-06-15 18:00:00,30.3,26.0,78.0,0.0,,238.0,16.9,,1002.3,,3.0
2024-06-15 19:00:00,30.1,26.1,79.0,0.0,,240.0,17.6,,1002.4,,2.0
2024-06-15 20:00:00,29.8,26.2,81.0,0.0,,234.0,19.4,,1002.3,,3.0
2024-06-15 21:00:00,29.5,26.3,83.0,0.0,,239.0,19.4,,1002.2,,2.0
2024-06-15 22:00:00,28.9,26.1,85.0,0.0,,252.0,19.4,,1002.1,,2.0
2024-06-15 23:00:00,28.8,26.2,86.0,0.0,,257.0,19.1,,1002.0,,2.0
2024-06-16 00:00:00,28.7,26.1,86.0,0.0,,264.0,18.7,,1002.3,,1.0
2024-06-16 01:00:00,28.7,25.9,85.0,0.0,,268.0,18.7,,1002.6,,2.0
2024-06-16 02:00:00,29.7,26.1,81.0,0.0,,274.0,20.9,,1003.0,,2.0
2024-06-16 03:00:00,31.0,26.0,75.0,0.0,,271.0,20.9,,1003.1,,3.0
2024-06-16 04:00:00,31.9,25.5,69.0,0.0,,271.0,21.6,,1003.0,,3.0
2024-06-16 05:00:00,32.6,25.4,66.0,0.0,,267.0,21.6,,1003.3,,3.0
2024-06-16 06:00:00,33.2,25.2,63.0,0.0,,259.0,23.0,,1003.3,,3.0
2024-06-16 07:00:00,33.7,25.4,62.0,0.0,,252.0,24.8,,1003.0,,3.0
2024-06-16 08:00:00,33.8,25.0,60.0,0.0,,247.0,25.6,,1001.8,,3.0
2024-06-16 09:00:00,33.8,24.7,59.0,0.0,,238.0,25.9,,1001.0,,2.0
2024-06-16 10:00:00,33.4,25.1,62.0,0.0,,232.0,26.3,,1000.2,,1.0
2024-06-16 11:00:00,32.9,25.7,66.0,0.0,,236.0,28.4,,1000.0,,1.0
2024-06-16 12:00:00,32.2,25.8,69.0,0.0,,239.0,29.2,,999.5,,1.0
2024-06-16 13:00:00,31.2,25.3,71.0,0.0,,230.0,25.9,,1000.2,,2.0
2024-06-16 14:00:00,30.6,25.4,74.0,0.0,,231.0,23.0,,1000.8,,1.0
2024-06-16 15:00:00,30.1,25.4,76.0,0.0,,225.0,22.7,,1001.3,,2.0
2024-06-16 16:00:00,29.8,25.5,78.0,0.0,,225.0,22.3,,1001.8,,2.0
2024-06-16 17:00:00,30.0,25.5,77.0,0.0,,237.0,21.2,,1002.5,,2.0
2024-06-16 18:00:00,30.0,25.3,76.0,0.0,,238.0,20.2,,1002.8,,2.0
2024-06-16 19:00:00,29.9,25.4,77.0,0.0,,244.0,19.8,,1002.6,,2.0
2024-06-16 20:00:00,29.7,25.7,79.0,0.0,,244.0,20.5,,1002.1,,2.0
2024-06-16 21:00:00,29.6,25.6,79.0,0.0,,250.0,20.9,,1001.9,,2.0
2024-06-16 22:00:00,29.5,25.9,81.0,0.0,,252.0,22.0,,1001.6,,2.0
2024-06-16 23:00:00,29.1,25.5,81.0,0.0,,260.0,21.6,,1001.4,,2.0
2024-06-17 00:00:00,29.0,25.4,81.0,0.0,,261.0,20.5,,1001.7,,2.0
2024-06-17 01:00:00,28.9,25.5,82.0,0.0,,256.0,20.9,,1002.2,,3.0
2024-06-17 02:00:00,29.7,25.5,78.0,0.0,,256.0,22.3,,1002.8,,3.0
2024-06-17 03:00:00,30.8,24.9,71.0,0.0,,260.0,23.4,,1003.2,,2.0
2024-06-17 04:00:00,31.8,24.4,65.0,0.0,,257.0,24.1,,1003.1,,3.0
2024-06-17 05:00:00,32.7,24.2,61.0,0.0,,252.0,25.2,,1003.3,,3.0
2024-06-17 06:00:00,33.0,24.5,61.0,0.0,,249.0,25.9,,1003.1,,3.0
2024-06-17 07:00:00,33.6,24.2,58.0,0.0,,235.0,23.4,,1002.4,,3.0
2024-06-17 08:00:00,33.8,24.1,57.0,0.0,,226.0,24.5,,1002.3,,3.0
2024-06-17 09:00:00,33.0,24.5,61.0,0.0,,227.0,25.6,,1001.8,,3.0
2024-06-17 10:00:00,33.1,24.6,61.0,0.0,,232.0,25.9,,1001.3,,3.0
2024-06-17 11:00:00,32.4,24.7,64.0,0.1,,234.0,25.2,,1000.8,,17.0
2024-06-17 12:00:00,32.2,24.8,65.0,0.0,,234.0,24.1,,1000.6,,3.0
2024-06-17 13:00:00,31.6,24.7,67.0,0.0,,229.0,23.4,,1000.8,,3.0
2024-06-17 14:00:00,30.5,24.6,71.0,0.0,,234.0,23.4,,1001.2,,3.0
2024-06-17 15:00:00,30.5,24.6,71.0,0.0,,239.0,21.6,,1001.6,,2.0
2024-06-17 16:00:00,30.4,24.8,72.0,0.0,,233.0,20.5,,1002.1,,2.0
2024-06-17 17:00:00,30.5,24.9,72.0,0.0,,235.0,20.5,,1002.7,,2.0
2024-06-17 18:00:00,30.4,24.5,71.0,0.0,,243.0,19.4,,1003.0,,2.0
2024-06-17 19:00:00,30.2,24.8,73.0,0.0,,248.0,20.5,,1002.8,,3.0
2024-06-17 20:00:00,29.9,25.0,75.0,0.0,,252.0,21.6,,1002.3,,2.0
2024-06-17 21:00:00,29.6,25.6,79.0,0.0,,250.0,23.0,,1001.9,,3.0
2024-06-17 22:00:00,29.4,25.6,80.0,0.0,,250.0,22.3,,1001.7,,2.0
2024-06-17 23:00:00,29.3,25.1,78.0,0.0,,246.0,22.3,,1001.4,,2.0
2024-06-18 00:00:00,29.2,25.0,78.0,0.0,,248.0,22.3,,1001.2,,2.0
2024-06-18 01:00:00,29.3,25.1,78.0,0.0,,250.0,22.3,,1001.7,,2.0
2024-06-18 02:00:00,30.1,25.0,74.0,0.0,,245.0,23.4,,1002.3,,3.0
2024-06-18 03:00:00,31.1,24.7,69.0,0.0,,245.0,24.5,,1002.6,,2.0
2024-06-18 04:00:00,31.7,23.8,63.0,0.0,,246.0,24.8,,1002.4,,3.0
2024-06-18 05:00:00,32.5,23.7,60.0,0.0,,246.0,25.9,,1002.3,,3.0
2024-06-18 06:00:00,33.0,23.6,58.0,0.0,,247.0,27.0,,1002.0,,3.0
2024-06-18 07:00:00,33.0,23.9,59.0,0.0,,243.0,27.7,,1001.7,,3.0
2024-06-18 08:00:00,33.9,23.9,56.0,0.0,,243.0,27.4,,1000.9,,3.0
2024-06-18 09:00:00,33.6,24.5,59.0,0.0,,235.0,28.1,,1000.1,,2.0
2024-06-18 10:00:00,33.6,24.5,59.0,0.0,,236.0,28.8,,999.3,,3.0
2024-06-18 11:00:00,33.1,24.6,61.0,0.0,,234.0,28.8,,998.5,,3.0
2024-06-18 12:00:00,32.9,24.7,62.0,0.0,,229.0,29.2,,998.0,,3.0
2024-06-18 13:00:00,32.0,25.1,67.0,0.0,,233.0,29.2,,998.0,,3.0
2024-06-18 14:00:00,31.4,25.5,71.0,0.0,,231.0,28.4,,998.7,,3.0
2024-06-18 15:00:00,30.7,25.8,75.0,0.0,,228.0,28.1,,999.3,,3.0
2024-06-18 16:00:00,30.4,25.9,77.0,0.0,,230.0,27.7,,1000.0,,3.0
2024-06-18 17:00:00,30.2,25.9,78.0,0.0,,236.0,28.1,,1000.6,,3.0
2024-06-18 18:00:00,30.3,26.0,78.0,0.0,,236.0,27.0,,1000.7,,2.0
2024-06-18 19:00:00,30.0,25.7,78.0,0.0,,251.0,23.8,,1000.4,,3.0
2024-06-18 20:00:00,29.8,25.5,78.0,0.0,,244.0,23.4,,999.3,,3.0
2024-06-18 21:00:00,29.5,25.7,80.0,0.0,,243.0,23.8,,998.7,,3.0
2024-06-18 22:00:00,29.2,25.6,81.0,0.0,,255.0,24.8,,998.5,,3.0
2024-06-18 23:00:00,28.9,25.7,83.0,0.0,,255.0,23.4,,997.9,,3.0
2024-06-19 00:00:00,28.7,25.7,84.0,0.0,,255.0,24.1,,998.0,,2.0
2024-06-19 01:00:00,28.6,25.6,84.0,0.0,,259.0,23.8,,998.0,,2.0
2024-06-19 02:00:00,29.6,25.6,79.0,0.0,,262.0,24.5,,998.2,,2.0
2024-06-19 03:00:00,30.6,25.2,73.0,0.0,,262.0,25.2,,998.2,,1.0
2024-06-19 04:00:00,31.6,25.0,68.0,0.0,,264.0,25.6,,998.2,,2.0
2024-06-19 05:00:00,32.3,25.1,66.0,0.0,,256.0,23.8,,997.7,,2.0
2024-06-19 06:00:00,33.1,25.1,63.0,0.0,,250.0,25.9,,997.4,,1.0
2024-06-19 07:00:00,33.7,25.4,62.0,0.0,,246.0,27.7,,996.9,,1.0
2024-06-19 08:00:00,34.2,25.3,60.0,0.0,,244.0,28.8,,995.9,,1.0
2024-06-19 09:00:00,34.4,25.5,60.0,0.0,,240.0,29.2,,995.0,,1.0
2024-06-19 10:00:00,33.9,26.7,66.0,0.0,,229.0,32.4,,994.9,,3.0
2024-06-19 11:00:00,33.3,26.8,69.0,0.0,,225.0,33.1,,994.3,,1.0
2024-06-19 12:00:00,32.6,26.9,72.0,0.0,,225.0,33.5,,993.6,,2.0
2024-06-19 13:00:00,31.7,27.4,78.0,0.0,,222.0,33.1,,993.5,,3.0
2024-06-19 14:00:00,30.7,28.1,86.0,0.0,,230.0,27.7,,994.0,,3.0
2024-06-19 15:00:00,30.1,27.7,87.0,0.0,,238.0,28.4,,994.9,,3.0
2024-06-19 16:00:00,30.0,27.8,88.0,0.0,,232.0,25.6,,995.6,,3.0
2024-06-19 17:00:00,29.9,27.7,88.0,0.0,,224.0,20.5,,996.4,,3.0
2024-06-19 18:00:00,29.7,27.9,90.0,0.0,,206.0,16.6,,996.8,,3.0
2024-06-19 19:00:00,29.4,27.8,91.0,0.0,,205.0,20.2,,996.5,,3.0
2024-06-19 20:00:00,29.2,27.4,90.0,0.0,,216.0,22.3,,995.8,,3.0
2024-06-19 21:00:00,29.0,27.4,91.0,0.0,,212.0,24.8,,995.1,,3.0
2024-06-19 22:00:00,28.8,27.6,93.0,0.0,,214.0,24.8,,994.8,,3.0
2024-06-19 23:00:00,28.5,27.4,94.0,0.0,,213.0,23.0,,994.5,,3.0
2024-06-20 00:00:00,28.5,27.4,94.0,0.0,,216.0,24.1,,994.3,,3.0
2024-06-20 01:00:00,28.5,27.4,94.0,0.0,,226.0,23.8,,994.0,,3.0
2024-06-20 02:00:00,29.7,27.3,87.0,0.0,,221.0,25.2,,994.3,,3.0
2024-06-20 03:00:00,31.0,26.7,78.0,0.0,,228.0,27.0,,994.6,,3.0
2024-06-20 04:00:00,32.2,26.5,72.0,0.0,,233.0,25.6,,994.7,,3.0
2024-06-20 05:00:00,33.1,26.6,69.0,0.0,,230.0,25.9,,994.9,,3.0
2024-06-20 06:00:00,33.8,26.6,66.0,0.0,,225.0,26.6,,994.9,,1.0
2024-06-20 07:00:00,34.4,26.6,64.0,0.0,,220.0,27.4,,994.6,,1.0
2024-06-20 08:00:00,34.8,26.4,62.0,0.0,,215.0,28.4,,993.9,,1.0
2024-06-20 09:00:00,35.1,25.9,59.0,0.0,,212.0,30.2,,993.2,,1.0
2024-06-20 10:00:00,35.1,25.3,57.0,0.0,,213.0,30.6,,992.6,,1.0
2024-06-20 11:00:00,34.9,24.8,56.0,0.0,,214.0,30.2,,992.0,,1.0
2024-06-20 12:00:00,33.6,26.6,67.0,0.0,,204.0,29.5,,992.5,,1.0
2024-06-20 13:00:00,32.3,27.3,75.0,0.0,,200.0,28.8,,992.5,,1.0
2024-06-20 14:00:00,31.2,27.8,82.0,0.0,,196.0,25.9,,993.1,,1.0
2024-06-20 15:00:00,30.5,28.1,87.0,0.0,,191.0,23.0,,993.9,,1.0
2024-06-20 16:00:00,30.2,28.2,89.0,0.0,,183.0,22.7,,994.7,,1.0
2024-06-20 17:00:00,29.9,28.1,90.0,0.0,,170.0,19.4,,995.6,,1.0
2024-06-20 18:00:00,29.7,28.1,91.0,0.0,,177.0,22.7,,996.1,,1.0
2024-06-20 19:00:00,29.4,28.0,92.0,0.0,,176.0,25.6,,995.9,,3.0
2024-06-20 20:00:00,29.2,28.0,93.0,0.0,,178.0,26.6,,995.5,,1.0
2024-06-20 21:00:00,29.1,27.7,92.0,0.0,,180.0,25.6,,995.2,,2.0
2024-06-20 22:00:00,29.1,27.5,91.0,0.0,,208.0,24.1,,994.5,,3.0
2024-06-20 23:00:00,29.1,27.3,90.0,0.0,,212.0,25.6,,994.5,,3.0
2024-06-21 00:00:00,29.1,27.3,90.0,0.0,,204.0,27.0,,994.8,,1.0
2024-06-21 01:00:00,29.1,27.5,91.0,0.0,,204.0,28.4,,995.3,,1.0
2024-06-21 02:00:00,30.0,27.6,87.0,0.0,,215.0,28.4,,995.9,,1.0
2024-06-21 03:00:00,31.3,27.0,78.0,0.0,,234.0,31.3,,995.7,,2.0
2024-06-21 04:00:00,32.4,26.7,72.0,0.0,,239.0,29.5,,996.2,,1.0
2024-06-21 05:00:00,33.4,26.7,68.0,0.0,,244.0,23.8,,996.8,,1.0
2024-06-21 06:00:00,34.2,26.7,65.0,0.0,,232.0,21.2,,996.6,,1.0
2024-06-21 07:00:00,34.9,26.3,61.0,0.0,,225.0,22.0,,996.5,,1.0
2024-06-21 08:00:00,35.0,25.5,58.0,0.0,,193.0,18.4,,996.7,,1.0
2024-06-21 09:00:00,34.8,25.9,60.0,0.0,,187.0,19.8,,996.2,,3.0
2024-06-21 10:00:00,34.2,25.9,62.0,0.0,,188.0,24.1,,995.8,,3.0
2024-06-21 11:00:00,33.7,25.7,63.0,0.0,,194.0,24.1,,995.4,,1.0
2024-06-21 12:00:00,32.7,26.3,69.0,0.0,,204.0,24.8,,995.2,,1.0
2024-06-21 13:00:00,32.1,26.2,71.0,0.0,,210.0,24.1,,995.3,,1.0
2024-06-21 14:00:00,31.3,26.6,76.0,0.0,,212.0,20.9,,996.0,,2.0
2024-06-21 15:00:00,30.9,26.6,78.0,0.0,,218.0,15.5,,997.0,,2.0
2024-06-21 16:00:00,30.7,26.6,79.0,0.0,,211.0,15.8,,997.8,,2.0
2024-06-21 17:00:00,30.5,26.7,80.0,0.0,,222.0,15.5,,998.6,,1.0
2024-06-21 18:00:00,30.3,26.7,81.0,0.0,,211.0,16.9,,999.5,,2.0
2024-06-21 19:00:00,30.1,26.9,83.0,0.0,,207.0,16.9,,999.3,,2.0
2024-06-21 20:00:00,29.8,26.8,84.0,0.0,,225.0,16.2,,999.2,,2.0
2024-06-21 21:00:00,29.6,27.0,86.0,0.0,,241.0,17.6,,999.0,,2.0
2024-06-21 22:00:00,29.4,27.0,87.0,0.0,,237.0,12.6,,998.3,,2.0
2024-06-21 23:00:00,29.2,27.4,90.0,0.0,,268.0,9.7,,998.3,,2.0
2024-06-22 00:00:00,28.9,27.5,92.0,0.0,,269.0,9.0,,998.4,,2.0
2024-06-22 01:00:00,28.7,27.5,93.0,0.0,,272.0,7.9,,998.7,,2.0
2024-06-22 02:00:00,29.4,27.2,88.0,0.0,,262.0,10.1,,999.4,,1.0
2024-06-22 03:00:00,30.6,26.8,80.0,0.0,,263.0,10.8,,999.8,,2.0
2024-06-22 04:00:00,32.1,25.9,70.0,0.0,,163.0,5.8,,999.6,,2.0
2024-06-22 05:00:00,33.6,25.6,63.0,0.0,,187.0,11.2,,999.8,,1.0
2024-06-22 06:00:00,34.8,25.9,60.0,0.0,,200.0,16.2,,999.7,,1.0
2024-06-22 07:00:00,35.6,25.8,57.0,0.0,,212.0,18.7,,999.4,,1.0
2024-06-22 08:00:00,35.5,26.0,58.0,0.0,,219.0,20.2,,998.8,,2.0
2024-06-22 09:00:00,34.8,26.2,61.0,0.0,,224.0,22.7,,997.9,,2.0
2024-06-22 10:00:00,34.5,25.9,61.0,0.0,,226.0,23.8,,997.4,,1.0
2024-06-22 11:00:00,33.7,25.9,64.0,0.0,,233.0,23.8,,997.3,,1.0
2024-06-22 12:00:00,33.3,26.1,66.0,0.0,,243.0,23.4,,997.1,,1.0
2024-06-22 13:00:00,32.4,26.2,70.0,0.0,,255.0,20.9,,997.6,,1.0
2024-06-22 14:00:00,31.2,25.8,73.0,0.0,,241.0,20.5,,998.3,,1.0
2024-06-22 15:00:00,30.8,26.3,77.0,0.0,,246.0,17.6,,999.2,,1.0
2024-06-22 16:00:00,30.4,26.3,79.0,0.0,,235.0,15.8,,999.7,,1.0
2024-06-22 17:00:00,30.3,26.7,81.0,0.0,,237.0,18.4,,1000.4,,3.0
2024-06-22 18:00:00,30.1,26.9,83.0,0.0,,267.0,18.7,,1000.9,,1.0
2024-06-22 19:00:00,30.0,26.8,83.0,0.0,,289.0,19.1,,1001.2,,1.0
2024-06-22 20:00:00,29.9,26.7,83.0,0.0,,296.0,17.6,,1001.0,,2.0
2024-06-22 21:00:00,29.7,26.7,84.0,0.0,,298.0,17.3,,1000.8,,1.0
2024-06-22 22:00:00,29.5,26.9,86.0,0.0,,284.0,15.5,,1000.5,,1.0
2024-06-22 23:00:00,29.3,27.1,88.0,0.0,,292.0,15.8,,1000.5,,2.0
2024-06-23 00:00:00,28.9,26.7,88.0,0.0,,296.0,18.7,,1000.2,,2.0
2024-06-23 01:00:00,28.7,26.5,88.0,0.0,,287.0,14.0,,1000.5,,2.0
2024-06-23 02:00:00,29.4,26.6,85.0,0.0,,279.0,16.6,,1001.0,,1.0
2024-06-23 03:00:00,30.8,26.1,76.0,0.0,,282.0,16.9,,1001.3,,1.0
2024-06-23 04:00:00,32.4,25.2,66.0,0.0,,285.0,18.4,,1001.1,,1.0
2024-06-23 05:00:00,33.5,24.9,61.0,0.0,,272.0,18.4,,1001.0,,1.0
2024-06-23 06:00:00,34.3,25.1,59.0,0.0,,262.0,20.9,,1001.0,,1.0
2024-06-23 07:00:00,34.9,25.1,57.0,0.0,,256.0,22.7,,1000.7,,1.0
2024-06-23 08:00:00,35.0,25.2,57.0,0.0,,254.0,24.8,,999.9,,1.0
2024-06-23 09:00:00,34.8,25.0,57.0,0.0,,251.0,26.3,,999.2,,1.0
2024-06-23 10:00:00,34.7,25.5,59.0,0.0,,255.0,26.3,,998.2,,1.0
2024-06-23 11:00:00,34.3,25.1,59.0,0.0,,259.0,27.4,,997.6,,1.0
2024-06-23 12:00:00,33.5,25.2,62.0,0.0,,265.0,27.4,,997.3,,1.0
2024-06-23 13:00:00,32.4,25.7,68.0,0.0,,267.0,25.6,,997.1,,1.0
2024-06-23 14:00:00,31.3,25.9,73.0,0.0,,259.0,24.1,,997.5,,1.0
2024-06-23 15:00:00,30.6,25.9,76.0,0.0,,239.0,26.3,,998.0,,2.0
2024-06-23 16:00:00,30.1,26.7,82.0,0.0,,234.0,23.0,,998.8,,1.0
2024-06-23 17:00:00,29.8,27.0,85.0,0.0,,270.0,21.6,,1000.1,,1.0
2024-06-23 18:00:00,29.7,26.9,85.0,0.0,,273.0,24.5,,1000.5,,1.0
2024-06-23 19:00:00,29.5,26.7,85.0,0.0,,291.0,23.0,,1000.3,,1.0
2024-06-23 20:00:00,29.1,26.7,87.0,0.0,,297.0,20.5,,999.6,,2.0
2024-06-23 21:00:00,28.8,26.8,89.0,0.0,,296.0,22.7,,999.2,,1.0
2024-06-23 22:00:00,28.7,26.9,90.0,0.0,,292.0,23.4,,998.8,,1.0
2024-06-23 23:00:00,28.5,26.7,90.0,0.0,,276.0,22.3,,998.8,,1.0
2024-06-24 00:00:00,28.2,26.8,92.0,0.0,,282.0,24.1,,998.8,,1.0
2024-06-24 01:00:00,28.0,26.6,92.0,0.0,,292.0,20.9,,998.4,,1.0
2024-06-24 02:00:00,29.1,26.5,86.0,0.0,,288.0,19.8,,999.1,,1.0
2024-06-24 03:00:00,30.8,26.1,76.0,0.0,,284.0,17.6,,999.4,,1.0
2024-06-24 04:00:00,32.6,25.4,66.0,0.0,,281.0,19.1,,999.2,,1.0
2024-06-24 05:00:00,34.2,25.3,60.0,0.0,,272.0,19.8,,998.8,,1.0
2024-06-24 06:00:00,35.3,24.9,55.0,0.0,,257.0,23.0,,998.8,,1.0
2024-06-24 07:00:00,35.6,24.9,54.0,0.0,,257.0,25.9,,998.6,,1.0
2024-06-24 08:00:00,35.6,24.9,54.0,0.0,,262.0,27.7,,998.1,,1.0
2024-06-24 09:00:00,35.7,25.0,54.0,0.0,,265.0,24.8,,997.7,,1.0
2024-06-24 10:00:00,36.2,24.1,50.0,0.0,,265.0,24.1,,996.8,,1.0
2024-06-24 11:00:00,36.4,24.3,50.0,0.0,,266.0,28.8,,994.8,,1.0
2024-06-24 12:00:00,34.5,25.0,58.0,0.0,,267.0,33.1,,994.2,,1.0
2024-06-24 13:00:00,32.8,26.4,69.0,0.0,,263.0,33.1,,993.8,,3.0
2024-06-24 14:00:00,31.5,27.0,77.0,0.0,,262.0,27.4,,994.7,,3.0
2024-06-24 15:00:00,30.5,27.7,85.0,0.0,,239.0,20.9,,995.5,,3.0
2024-06-24 16:00:00,30.2,28.0,88.0,0.0,,257.0,20.5,,996.2,,2.0
2024-06-24 17:00:00,29.9,28.1,90.0,0.0,,273.0,24.8,,997.1,,1.0
2024-06-24 18:00:00,29.7,27.9,90.0,0.0,,288.0,27.0,,997.7,,3.0
2024-06-24 19:00:00,29.8,27.4,87.0,0.0,,277.0,23.4,,997.9,,3.0
2024-06-24 20:00:00,29.7,27.1,86.0,0.0,,281.0,21.6,,998.0,,2.0
2024-06-24 21:00:00,28.9,26.7,88.0,0.0,,290.0,23.8,,996.6,,2.0
2024-06-24 22:00:00,28.5,26.7,90.0,0.0,,274.0,22.3,,996.1,,1.0
2024-06-24 23:00:00,28.4,26.2,88.0,0.0,,265.0,23.8,,995.9,,1.0
2024-06-25 00:00:00,28.2,26.6,91.0,0.0,,267.0,24.8,,996.0,,1.0
2024-06-25 01:00:00,28.0,27.1,95.0,0.0,,276.0,23.4,,996.4,,1.0
2024-06-25 02:00:00,29.1,26.9,88.0,0.0,,275.0,22.3,,996.6,,1.0
2024-06-25 03:00:00,31.0,26.0,75.0,0.0,,277.0,22.0,,996.4,,1.0
2024-06-25 04:00:00,32.9,25.4,65.0,0.0,,284.0,23.4,,996.2,,1.0
2024-06-25 05:00:00,34.6,24.8,57.0,0.0,,288.0,24.1,,996.0,,1.0
2024-06-25 06:00:00,36.2,24.1,50.0,0.0,,288.0,24.1,,995.8,,1.0
2024-06-25 07:00:00,37.5,23.6,45.0,0.0,,286.0,24.8,,995.5,,1.0
2024-06-25 08:00:00,36.5,24.7,51.0,0.0,,274.0,28.1,,994.8,,1.0
2024-06-25 09:00:00,36.9,24.4,49.0,0.0,,270.0,25.9,,994.2,,1.0
2024-06-25 10:00:00,36.5,24.7,51.0,0.0,,266.0,29.2,,993.3,,1.0
2024-06-25 11:00:00,35.3,24.6,54.0,0.0,,262.0,36.7,,992.3,,1.0
2024-06-25 12:00:00,34.0,25.7,62.0,0.0,,264.0,36.7,,991.3,,2.0
2024-06-25 13:00:00,32.5,27.0,73.0,0.0,,260.0,33.8,,991.3,,2.0
2024-06-25 14:00:00,31.1,27.9,83.0,0.0,,235.0,23.4,,992.2,,3.0
2024-06-25 15:00:00,30.5,28.1,87.0,0.0,,242.0,20.9,,993.2,,1.0
2024-06-25 16:00:00,30.4,28.0,87.0,0.0,,238.0,21.6,,994.8,,2.0
2024-06-25 17:00:00,30.4,27.8,86.0,0.0,,260.0,23.0,,995.2,,3.0
2024-06-25 18:00:00,30.0,27.6,87.0,0.0,,249.0,17.6,,996.6,,3.0
2024-06-25 19:00:00,30.0,27.4,86.0,0.0,,243.0,14.4,,996.5,,3.0
2024-06-25 20:00:00,29.7,27.5,88.0,0.0,,224.0,14.0,,996.1,,3.0
2024-06-25 21:00:00,29.4,27.6,90.0,0.0,,234.0,18.4,,995.6,,2.0
2024-06-25 22:00:00,29.1,27.5,91.0,0.0,,253.0,19.8,,995.1,,2.0
2024-06-25 23:00:00,29.0,27.0,89.0,0.0,,289.0,13.0,,995.8,,2.0
2024-06-26 00:00:00,28.7,27.1,91.0,0.0,,296.0,14.4,,995.6,,3.0
2024-06-26 01:00:00,28.6,27.2,92.0,0.0,,308.0,11.9,,995.8,,3.0
2024-06-26 02:00:00,29.4,27.2,88.0,0.0,,301.0,10.1,,996.4,,2.0
2024-06-26 03:00:00,30.5,26.9,81.0,0.0,,300.0,10.8,,996.4,,3.0
2024-06-26 04:00:00,32.1,26.4,72.0,0.0,,275.0,11.2,,996.4,,2.0
2024-06-26 05:00:00,33.2,26.2,67.0,0.0,,235.0,15.1,,996.4,,1.0
2024-06-26 06:00:00,34.1,26.3,64.0,0.0,,236.0,15.5,,996.4,,1.0
2024-06-26 07:00:00,35.2,26.0,59.0,0.0,,237.0,16.2,,996.1,,1.0
2024-06-26 08:00:00,35.6,25.8,57.0,0.0,,233.0,20.5,,995.7,,1.0
2024-06-26 09:00:00,34.8,26.2,61.0,0.0,,225.0,24.8,,995.4,,1.0
2024-06-26 10:00:00,35.2,25.4,57.0,0.0,,237.0,21.2,,994.0,,1.0
2024-06-26 11:00:00,34.5,25.9,61.0,0.0,,226.0,23.8,,993.7,,3.0
2024-06-26 12:00:00,33.5,26.0,65.0,0.0,,221.0,21.2,,993.6,,3.0
2024-06-26 13:00:00,32.8,26.4,69.0,0.0,,241.0,19.8,,993.8,,3.0
2024-06-26 14:00:00,32.0,27.0,75.0,0.0,,248.0,14.4,,994.7,,3.0
2024-06-26 15:00:00,30.9,26.6,78.0,0.0,,233.0,18.7,,996.5,,3.0
2024-06-26 16:00:00,30.7,26.6,79.0,0.0,,228.0,19.8,,997.6,,3.0
2024-06-26 17:00:00,30.6,26.8,80.0,0.0,,229.0,18.4,,998.3,,3.0
2024-06-26 18:00:00,30.4,26.6,80.0,0.0,,237.0,15.8,,998.6,,3.0
2024-06-26 19:00:00,30.3,26.5,80.0,0.0,,262.0,12.6,,998.3,,3.0
2024-06-26 20:00:00,30.0,27.2,85.0,0.0,,288.0,16.9,,996.6,,3.0
2024-06-26 21:00:00,29.9,26.9,84.0,0.0,,296.0,20.5,,996.7,,3.0
2024-06-26 22:00:00,30.1,27.1,84.0,0.0,,303.0,18.4,,996.9,,3.0
2024-06-26 23:00:00,30.1,26.9,83.0,0.0,,299.0,15.1,,997.1,,3.0
2024-06-27 00:00:00,30.0,27.0,84.0,0.0,,293.0,14.0,,997.2,,3.0
2024-06-27 01:00:00,29.7,27.1,86.0,0.0,,302.0,16.6,,997.0,,3.0
2024-06-27 02:00:00,30.3,27.1,83.0,0.0,,301.0,15.8,,997.2,,1.0
2024-06-27 03:00:00,31.5,27.0,77.0,0.0,,289.0,14.8,,997.6,,1.0
2024-06-27 04:00:00,32.8,26.6,70.0,0.0,,262.0,15.8,,998.1,,1.0
2024-06-27 05:00:00,34.3,26.0,62.0,0.0,,269.0,16.2,,998.2,,1.0
2024-06-27 06:00:00,36.0,25.8,56.0,0.0,,256.0,19.4,,997.8,,1.0
2024-06-27 07:00:00,36.6,25.5,53.0,0.0,,252.0,22.0,,997.5,,1.0
2024-06-27 08:00:00,36.4,25.6,54.0,0.0,,242.0,28.1,,997.0,,1.0
2024-06-27 09:00:00,35.3,26.4,60.0,0.0,,242.0,29.9,,996.1,,1.0
2024-06-27 10:00:00,35.3,25.8,58.0,0.0,,246.0,28.8,,995.3,,2.0
2024-06-27 11:00:00,34.5,25.9,61.0,0.0,,241.0,23.8,,995.4,,3.0
2024-06-27 12:00:00,34.2,25.6,61.0,0.0,,256.0,19.8,,995.1,,3.0
2024-06-27 13:00:00,33.3,26.3,67.0,0.0,,265.0,20.2,,995.3,,3.0
2024-06-27 14:00:00,32.2,27.2,75.0,0.0,,264.0,20.2,,995.7,,3.0
2024-06-27 15:00:00,31.5,27.8,81.0,0.0,,266.0,18.0,,996.0,,3.0
2024-06-27 16:00:00,31.5,27.4,79.0,0.0,,256.0,18.0,,996.9,,3.0
