Date,TotalArea,GreenArea,NongreenArea,Percentage,Coordinates
29/04/2013,1293.653125,222.3778869,1071.275238,17.18991611,"[[67.01385498046875, 25.076270372538804], [66.98158264160156, 25.01903988130696], [66.91223144531249, 24.97423218002226], [66.94725036621094, 24.918822320516302], [66.91360473632812, 24.89951640652898], [66.92527770996094, 24.857780406707583], [66.96990966796875, 24.86961742074445], [67.0166015625, 24.824755380185703], [67.0111083984375, 24.820392925563276], [66.97952270507812, 24.826624956562167], [66.97608947753906, 24.80855120296181], [67.02278137207031, 24.802941571017538], [67.07565307617186, 24.749325626697196], [67.09007263183594, 24.749949200947153], [67.10174560546875, 24.766784522874453], [67.09625244140625, 24.77800680315638], [67.07565307617186, 24.799824999147894], [67.0880126953125, 24.819146481739068], [67.11891174316406, 24.77800680315638], [67.13882446289062, 24.783617562869416], [67.1484375, 24.794214972389486], [67.17521667480469, 24.787357928416778], [67.16903686523436, 24.80356487599092], [67.21023559570312, 24.812914074521444], [67.30430603027344, 24.812914074521444], [67.34825134277344, 24.779253660568546], [67.42172241210938, 24.77987708457757], [67.44918823242188, 24.835349273134295], [67.45811462402344, 24.910103894725733], [67.39768981933594, 24.909481126447975], [67.38601684570312, 24.94123829939631], [67.36541748046875, 24.95182220545605], [67.35511779785156, 25.005350372745724], [67.33314514160155, 24.998505046275227], [67.3846435546875, 25.128500949960017], [67.31735229492186, 25.137203876821086], [67.30224609375, 25.107362689181308], [67.28851318359375, 25.019662095434153], [67.30293273925781, 24.987925155284486], [67.26997375488281, 24.97609949369541], [67.17933654785156, 24.991036982463747], [67.18002319335938, 25.011573065814996], [67.16079711914062, 25.0333500082522], [67.16079711914062, 25.04019339207893], [67.09075927734375, 25.084977017545775]]"
27/05/2013,1293.653125,195.9891228,1097.664002,15.15005213,"[[67.01385498046875, 25.076270372538804], [66.98158264160156, 25.01903988130696], [66.91223144531249, 24.97423218002226], [66.94725036621094, 24.918822320516302], [66.91360473632812, 24.89951640652898], [66.92527770996094, 24.857780406707583], [66.96990966796875, 24.86961742074445], [67.0166015625, 24.824755380185703], [67.0111083984375, 24.820392925563276], [66.97952270507812, 24.826624956562167], [66.97608947753906, 24.80855120296181], [67.02278137207031, 24.802941571017538], [67.07565307617186, 24.749325626697196], [67.09007263183594, 24.749949200947153], [67.10174560546875, 24.766784522874453], [67.09625244140625, 24.77800680315638], [67.07565307617186, 24.799824999147894], [67.0880126953125, 24.819146481739068], [67.11891174316406, 24.77800680315638], [67.13882446289062, 24.783617562869416], [67.1484375, 24.794214972389486], [67.17521667480469, 24.787357928416778], [67.16903686523436, 24.80356487599092], [67.21023559570312, 24.812914074521444], [67.30430603027344, 24.812914074521444], [67.34825134277344, 24.779253660568546], [67.42172241210938, 24.77987708457757], [67.44918823242188, 24.835349273134295], [67.45811462402344, 24.910103894725733], [67.39768981933594, 24.909481126447975], [67.38601684570312, 24.94123829939631], [67.36541748046875, 24.95182220545605], [67.35511779785156, 25.005350372745724], [67.33314514160155, 24.998505046275227], [67.3846435546875, 25.128500949960017], [67.31735229492186, 25.137203876821086], [67.30224609375, 25.107362689181308], [67.28851318359375, 25.019662095434153], [67.30293273925781, 24.987925155284486], [67.26997375488281, 24.97609949369541], [67.17933654785156, 24.991036982463747], [67.18002319335938, 25.011573065814996], [67.16079711914062, 25.0333500082522], [67.16079711914062, 25.04019339207893], [67.09075927734375, 25.084977017545775]]"
24/06/2013,1293.653125,141.6553883,1151.997737,10.95002869,"[[67.01385498046875, 25.076270372538804], [66.98158264160156, 25.01903988130696], [66.91223144531249, 24.97423218002226], [66.94725036621094, 24.918822320516302], [66.91360473632812, 24.89951640652898], [66.92527770996094, 24.857780406707583], [66.96990966796875, 24.86961742074445], [67.0166015625, 24.824755380185703], [67.0111083984375, 24.820392925563276], [66.97952270507812, 24.826624956562167], [66.97608947753906, 24.80855120296181], [67.02278137207031, 24.802941571017538], [67.07565307617186, 24.749325626697196], [67.09007263183594, 24.749949200947153], [67.10174560546875, 24.766784522874453], [67.09625244140625, 24.77800680315638], [67.07565307617186, 24.799824999147894], [67.0880126953125, 24.819146481739068], [67.11891174316406, 24.77800680315638], [67.13882446289062, 24.783617562869416], [67.1484375, 24.794214972389486], [67.17521667480469, 24.787357928416778], [67.16903686523436, 24.80356487599092], [67.21023559570312, 24.812914074521444], [67.30430603027344, 24.812914074521444], [67.34825134277344, 24.779253660568546], [67.42172241210938, 24.77987708457757], [67.44918823242188, 24.835349273134295], [67.45811462402344, 24.910103894725733], [67.39768981933594, 24.909481126447975], [67.38601684570312, 24.94123829939631], [67.36541748046875, 24.95182220545605], [67.35511779785156, 25.005350372745724], [67.33314514160155, 24.998505046275227], [67.3846435546875, 25.128500949960017], [67.31735229492186, 25.137203876821086], [67.30224609375, 25.107362689181308], [67.28851318359375, 25.019662095434153], [67.30293273925781, 24.987925155284486], [67.26997375488281, 24.97609949369541], [67.17933654785156, 24.991036982463747], [67.18002319335938, 25.011573065814996], [67.16079711914062, 25.0333500082522], [67.16079711914062, 25.04019339207893], [67.09075927734375, 25.084977017545775]]"
22/07/2013,1293.653125,36.84850388,1256.804621,2.848406823,"[[67.01385498046875, 25.076270372538804], [66.98158264160156, 25.01903988130696], [66.91223144531249, 24.97423218002226], [66.94725036621094, 24.918822320516302], [66.91360473632812, 24.89951640652898], [66.92527770996094, 24.857780406707583], [66.96990966796875, 24.86961742074445], [67.0166015625, 24.824755380185703], [67.0111083984375, 24.820392925563276], [66.97952270507812, 24.826624956562167], [66.97608947753906, 24.80855120296181], [67.02278137207031, 24.802941571017538], [67.07565307617186, 24.749325626697196], [67.09007263183594, 24.749949200947153], [67.10174560546875, 24.766784522874453], [67.09625244140625, 24.77800680315638], [67.07565307617186, 24.799824999147894], [67.0880126953125, 24.819146481739068], [67.11891174316406, 24.77800680315638], [67.13882446289062, 24.783617562869416], [67.1484375, 24.794214972389486], [67.17521667480469, 24.787357928416778], [67.16903686523436, 24.80356487599092], [67.21023559570312, 24.812914074521444], [67.30430603027344, 24.812914074521444], [67.34825134277344, 24.779253660568546], [67.42172241210938, 24.77987708457757], [67.44918823242188, 24.835349273134295], [67.45811462402344, 24.910103894725733], [67.39768981933594, 24.909481126447975], [67.38601684570312, 24.94123829939631], [67.36541748046875, 24.95182220545605], [67.35511779785156, 25.005350372745724], [67.33314514160155, 24.998505046275227], [67.3846435546875, 25.128500949960017], [67.31735229492186, 25.137203876821086], [67.30224609375, 25.107362689181308], [67.28851318359375, 25.019662095434153], [67.30293273925781, 24.987925155284486], [67.26997375488281, 24.97609949369541], [67.17933654785156, 24.991036982463747], [67.18002319335938, 25.011573065814996], [67.16079711914062, 25.0333500082522], [67.16079711914062, 25.04019339207893], [67.09075927734375, 25.084977017545775]]"
19/08/2013,1293.653125,0.18102925,1293.472096,0.013993647,"[[67.01385498046875, 25.076270372538804], [66.98158264160156, 25.01903988130696], [66.91223144531249, 24.97423218002226], [66.94725036621094, 24.918822320516302], [66.91360473632812, 24.89951640652898], [66.92527770996094, 24.857780406707583], [66.96990966796875, 24.86961742074445], [67.0166015625, 24.824755380185703], [67.0111083984375, 24.820392925563276], [66.97952270507812, 24.826624956562167], [66.97608947753906, 24.80855120296181], [67.02278137207031, 24.802941571017538], [67.07565307617186, 24.749325626697196], [67.09007263183594, 24.749949200947153], [67.10174560546875, 24.766784522874453], [67.09625244140625, 24.77800680315638], [67.07565307617186, 24.799824999147894], [67.0880126953125, 24.819146481739068], [67.11891174316406, 24.77800680315638], [67.13882446289062, 24.783617562869416], [67.1484375, 24.794214972389486], [67.17521667480469, 24.787357928416778], [67.16903686523436, 24.80356487599092], [67.21023559570312, 24.812914074521444], [67.30430603027344, 24.812914074521444], [67.34825134277344, 24.779253660568546], [67.42172241210938, 24.77987708457757], [67.44918823242188, 24.835349273134295], [67.45811462402344, 24.910103894725733], [67.39768981933594, 24.909481126447975], [67.38601684570312, 24.94123829939631], [67.36541748046875, 24.95182220545605], [67.35511779785156, 25.005350372745724], [67.33314514160155, 24.998505046275227], [67.3846435546875, 25.128500949960017], [67.31735229492186, 25.137203876821086], [67.30224609375, 25.107362689181308], [67.28851318359375, 25.019662095434153], [67.30293273925781, 24.987925155284486], [67.26997375488281, 24.97609949369541], [67.17933654785156, 24.991036982463747], [67.18002319335938, 25.011573065814996], [67.16079711914062, 25.0333500082522], [67.16079711914062, 25.04019339207893], [67.09075927734375, 25.084977017545775]]"
16/09/2013,1293.653125,173.0832772,1120.569848,13.3794194,"[[67.01385498046875, 25.076270372538804], [66.98158264160156, 25.01903988130696], [66.91223144531249, 24.97423218002226], [66.94725036621094, 24.918822320516302], [66.91360473632812, 24.89951640652898], [66.92527770996094, 24.857780406707583], [66.96990966796875, 24.86961742074445], [67.0166015625, 24.824755380185703], [67.0111083984375, 24.820392925563276], [66.97952270507812, 24.826624956562167], [66.97608947753906, 24.80855120296181], [67.02278137207031, 24.802941571017538], [67.07565307617186, 24.749325626697196], [67.09007263183594, 24.749949200947153], [67.10174560546875, 24.766784522874453], [67.09625244140625, 24.77800680315638], [67.07565307617186, 24.799824999147894], [67.0880126953125, 24.819146481739068], [67.11891174316406, 24.77800680315638], [67.13882446289062, 24.783617562869416], [67.1484375, 24.794214972389486], [67.17521667480469, 24.787357928416778], [67.16903686523436, 24.80356487599092], [67.21023559570312, 24.812914074521444], [67.30430603027344, 24.812914074521444], [67.34825134277344, 24.779253660568546], [67.42172241210938, 24.77987708457757], [67.44918823242188, 24.835349273134295], [67.45811462402344, 24.910103894725733], [67.39768981933594, 24.909481126447975], [67.38601684570312, 24.94123829939631], [67.36541748046875, 24.95182220545605], [67.35511779785156, 25.005350372745724], [67.33314514160155, 24.998505046275227], [67.3846435546875, 25.128500949960017], [67.31735229492186, 25.137203876821086], [67.30224609375, 25.107362689181308], [67.28851318359375, 25.019662095434153], [67.30293273925781, 24.987925155284486], [67.26997375488281, 24.97609949369541], [67.17933654785156, 24.991036982463747], [67.18002319335938, 25.011573065814996], [67.16079711914062, 25.0333500082522], [67.16079711914062, 25.04019339207893], [67.09075927734375, 25.084977017545775]]"
14/10/2013,1293.653125,348.2811296,945.3719954,26.92229647,"[[67.01385498046875, 25.076270372538804], [66.98158264160156, 25.01903988130696], [66.91223144531249, 24.97423218002226], [66.94725036621094, 24.918822320516302], [66.91360473632812, 24.89951640652898], [66.92527770996094, 24.857780406707583], [66.96990966796875, 24.86961742074445], [67.0166015625, 24.824755380185703], [67.0111083984375, 24.820392925563276], [66.97952270507812, 24.826624956562167], [66.97608947753906, 24.80855120296181], [67.02278137207031, 24.802941571017538], [67.07565307617186, 24.749325626697196], [67.09007263183594, 24.749949200947153], [67.10174560546875, 24.766784522874453], [67.09625244140625, 24.77800680315638], [67.07565307617186, 24.799824999147894], [67.0880126953125, 24.819146481739068], [67.11891174316406, 24.77800680315638], [67.13882446289062, 24.783617562869416], [67.1484375, 24.794214972389486], [67.17521667480469, 24.787357928416778], [67.16903686523436, 24.80356487599092], [67.21023559570312, 24.812914074521444], [67.30430603027344, 24.812914074521444], [67.34825134277344, 24.779253660568546], [67.42172241210938, 24.77987708457757], [67.44918823242188, 24.835349273134295], [67.45811462402344, 24.910103894725733], [67.39768981933594, 24.909481126447975], [67.38601684570312, 24.94123829939631], [67.36541748046875, 24.95182220545605], [67.35511779785156, 25.005350372745724], [67.33314514160155, 24.998505046275227], [67.3846435546875, 25.128500949960017], [67.31735229492186, 25.137203876821086], [67.30224609375, 25.107362689181308], [67.28851318359375, 25.019662095434153], [67.30293273925781, 24.987925155284486], [67.26997375488281, 24.97609949369541], [67.17933654785156, 24.991036982463747], [67.18002319335938, 25.011573065814996], [67.16079711914062, 25.0333500082522], [67.16079711914062, 25.04019339207893], [67.09075927734375, 25.084977017545775]]"
11/11/2013,1293.653125,239.6210436,1054.032081,18.5228203,"[[67.01385498046875, 25.076270372538804], [66.98158264160156, 25.01903988130696], [66.91223144531249, 24.97423218002226], [66.94725036621094, 24.918822320516302], [66.91360473632812, 24.89951640652898], [66.92527770996094, 24.857780406707583], [66.96990966796875, 24.86961742074445], [67.0166015625, 24.824755380185703], [67.0111083984375, 24.820392925563276], [66.97952270507812, 24.826624956562167], [66.97608947753906, 24.80855120296181], [67.02278137207031, 24.802941571017538], [67.07565307617186, 24.749325626697196], [67.09007263183594, 24.749949200947153], [67.10174560546875, 24.766784522874453], [67.09625244140625, 24.77800680315638], [67.07565307617186, 24.799824999147894], [67.0880126953125, 24.819146481739068], [67.11891174316406, 24.77800680315638], [67.13882446289062, 24.783617562869416], [67.1484375, 24.794214972389486], [67.17521667480469, 24.787357928416778], [67.16903686523436, 24.80356487599092], [67.21023559570312, 24.812914074521444], [67.30430603027344, 24.812914074521444], [67.34825134277344, 24.779253660568546], [67.42172241210938, 24.77987708457757], [67.44918823242188, 24.835349273134295], [67.45811462402344, 24.910103894725733], [67.39768981933594, 24.909481126447975], [67.38601684570312, 24.94123829939631], [67.36541748046875, 24.95182220545605], [67.35511779785156, 25.005350372745724], [67.33314514160155, 24.998505046275227], [67.3846435546875, 25.128500949960017], [67.31735229492186, 25.137203876821086], [67.30224609375, 25.107362689181308], [67.28851318359375, 25.019662095434153], [67.30293273925781, 24.987925155284486], [67.26997375488281, 24.97609949369541], [67.17933654785156, 24.991036982463747], [67.18002319335938, 25.011573065814996], [67.16079711914062, 25.0333500082522], [67.16079711914062, 25.04019339207893], [67.09075927734375, 25.084977017545775]]"
09/12/2013,1293.653125,349.7203826,943.9327424,27.03355141,"[[67.01385498046875, 25.076270372538804], [66.98158264160156, 25.01903988130696], [66.91223144531249, 24.97423218002226], [66.94725036621094, 24.918822320516302], [66.91360473632812, 24.89951640652898], [66.92527770996094, 24.857780406707583], [66.96990966796875, 24.86961742074445], [67.0166015625, 24.824755380185703], [67.0111083984375, 24.820392925563276], [66.97952270507812, 24.826624956562167], [66.97608947753906, 24.80855120296181], [67.02278137207031, 24.802941571017538], [67.07565307617186, 24.749325626697196], [67.09007263183594, 24.749949200947153], [67.10174560546875, 24.766784522874453], [67.09625244140625, 24.77800680315638], [67.07565307617186, 24.799824999147894], [67.0880126953125, 24.819146481739068], [67.11891174316406, 24.77800680315638], [67.13882446289062, 24.783617562869416], [67.1484375, 24.794214972389486], [67.17521667480469, 24.787357928416778], [67.16903686523436, 24.80356487599092], [67.21023559570312, 24.812914074521444], [67.30430603027344, 24.812914074521444], [67.34825134277344, 24.779253660568546], [67.42172241210938, 24.77987708457757], [67.44918823242188, 24.835349273134295], [67.45811462402344, 24.910103894725733], [67.39768981933594, 24.909481126447975], [67.38601684570312, 24.94123829939631], [67.36541748046875, 24.95182220545605], [67.35511779785156, 25.005350372745724], [67.33314514160155, 24.998505046275227], [67.3846435546875, 25.128500949960017], [67.31735229492186, 25.137203876821086], [67.30224609375, 25.107362689181308], [67.28851318359375, 25.019662095434153], [67.30293273925781, 24.987925155284486], [67.26997375488281, 24.97609949369541], [67.17933654785156, 24.991036982463747], [67.18002319335938, 25.011573065814996], [67.16079711914062, 25.0333500082522], [67.16079711914062, 25.04019339207893], [67.09075927734375, 25.084977017545775]]"
06/01/2014,1293.653125,285.1078787,1008.545246,22.03897422,"[[67.01385498046875, 25.076270372538804], [66.98158264160156, 25.01903988130696], [66.91223144531249, 24.97423218002226], [66.94725036621094, 24.918822320516302], [66.91360473632812, 24.89951640652898], [66.92527770996094, 24.857780406707583], [66.96990966796875, 24.86961742074445], [67.0166015625, 24.824755380185703], [67.0111083984375, 24.820392925563276], [66.97952270507812, 24.826624956562167], [66.97608947753906, 24.80855120296181], [67.02278137207031, 24.802941571017538], [67.07565307617186, 24.749325626697196], [67.09007263183594, 24.749949200947153], [67.10174560546875, 24.766784522874453], [67.09625244140625, 24.77800680315638], [67.07565307617186, 24.799824999147894], [67.0880126953125, 24.819146481739068], [67.11891174316406, 24.77800680315638], [67.13882446289062, 24.783617562869416], [67.1484375, 24.794214972389486], [67.17521667480469, 24.787357928416778], [67.16903686523436, 24.80356487599092], [67.21023559570312, 24.812914074521444], [67.30430603027344, 24.812914074521444], [67.34825134277344, 24.779253660568546], [67.42172241210938, 24.77987708457757], [67.44918823242188, 24.835349273134295], [67.45811462402344, 24.910103894725733], [67.39768981933594, 24.909481126447975], [67.38601684570312, 24.94123829939631], [67.36541748046875, 24.95182220545605], [67.35511779785156, 25.005350372745724], [67.33314514160155, 24.998505046275227], [67.3846435546875, 25.128500949960017], [67.31735229492186, 25.137203876821086], [67.30224609375, 25.107362689181308], [67.28851318359375, 25.019662095434153], [67.30293273925781, 24.987925155284486], [67.26997375488281, 24.97609949369541], [67.17933654785156, 24.991036982463747], [67.18002319335938, 25.011573065814996], [67.16079711914062, 25.0333500082522], [67.16079711914062, 25.04019339207893], [67.09075927734375, 25.084977017545775]]"
