date,min,avg,max
2024-06-01,0.0,0.12262494,0.22630073
2024-06-06,-0.05218407,-0.022175562,0.037410773
2024-06-11,0.0,0.14155713,0.28306645
2024-06-16,0.0,0.09221533,0.18230575
2024-06-21,0.0,0.14130208,0.26010695
2024-06-26,0.0,0.06953061,0.11238877
