Date,TotalArea,GreenArea,NongreenArea,Percentage,Coordinates
2013-04-29,1796.6477694541343,254.9927774273235,1541.6549920268108,14.192697186538492,"[[67.01454162597656, 25.07440458233748], [66.9898223876953, 25.027750592082853], [66.91223144531249, 24.974854621062875], [66.94656372070312, 24.91944504163488], [66.91497802734375, 24.90138485280086], [66.91429138183594, 24.88332202092735], [66.92596435546875, 24.855911300904335], [66.97334289550781, 24.87148631935797], [66.9781494140625, 24.85341911589439], [67.02140808105467, 24.826624956562167], [66.97883605957031, 24.828494504716478], [66.97883605957031, 24.810421023864638], [67.01728820800781, 24.804188177830667], [67.0330810546875, 24.79733168525243], [67.0770263671875, 24.749325626697196], [67.09007263183594, 24.751819904924858], [67.10380554199219, 24.764290545070054], [67.09899902343749, 24.777383369753395], [67.07908630371094, 24.801071637296058], [67.09007263183594, 24.81976970521875], [67.1044921875, 24.79172154570878], [67.12165832519531, 24.779253660568546], [67.13882446289062, 24.784240964957117], [67.14912414550781, 24.792968265314457], [67.18414306640625, 24.807304640022597], [67.20611572265625, 24.814160581042987], [67.30499267578125, 24.811044291230406], [67.33108520507812, 24.79047481357294], [67.32284545898438, 24.781123923201235], [67.32147216796875, 24.76740800950013], [67.32902526855469, 24.764290545070054], [67.34687805175781, 24.77863023342812], [67.40730285644531, 24.787357928416778], [67.45124816894531, 24.779253660568546], [67.46017456054688, 24.84469607296012], [67.49794006347656, 24.984813249336707], [67.48283386230469, 25.053879014186204], [67.35374450683594, 25.144041455674216], [67.09007263183594, 25.084977017545775]]"
2013-05-27,1796.6477694541343,217.75794032149798,1578.8898291326364,12.120235475407524,"[[67.01454162597656, 25.07440458233748], [66.9898223876953, 25.027750592082853], [66.91223144531249, 24.974854621062875], [66.94656372070312, 24.91944504163488], [66.91497802734375, 24.90138485280086], [66.91429138183594, 24.88332202092735], [66.92596435546875, 24.855911300904335], [66.97334289550781, 24.87148631935797], [66.9781494140625, 24.85341911589439], [67.02140808105467, 24.826624956562167], [66.97883605957031, 24.828494504716478], [66.97883605957031, 24.810421023864638], [67.01728820800781, 24.804188177830667], [67.0330810546875, 24.79733168525243], [67.0770263671875, 24.749325626697196], [67.09007263183594, 24.751819904924858], [67.10380554199219, 24.764290545070054], [67.09899902343749, 24.777383369753395], [67.07908630371094, 24.801071637296058], [67.09007263183594, 24.81976970521875], [67.1044921875, 24.79172154570878], [67.12165832519531, 24.779253660568546], [67.13882446289062, 24.784240964957117], [67.14912414550781, 24.792968265314457], [67.18414306640625, 24.807304640022597], [67.20611572265625, 24.814160581042987], [67.30499267578125, 24.811044291230406], [67.33108520507812, 24.79047481357294], [67.32284545898438, 24.781123923201235], [67.32147216796875, 24.76740800950013], [67.32902526855469, 24.764290545070054], [67.34687805175781, 24.77863023342812], [67.40730285644531, 24.787357928416778], [67.45124816894531, 24.779253660568546], [67.46017456054688, 24.84469607296012], [67.49794006347656, 24.984813249336707], [67.48283386230469, 25.053879014186204], [67.35374450683594, 25.144041455674216], [67.09007263183594, 25.084977017545775]]"
2013-06-24,1796.6477694541343,159.0990629811057,1637.5487064730287,8.855328556105569,"[[67.01454162597656, 25.07440458233748], [66.9898223876953, 25.027750592082853], [66.91223144531249, 24.974854621062875], [66.94656372070312, 24.91944504163488], [66.91497802734375, 24.90138485280086], [66.91429138183594, 24.88332202092735], [66.92596435546875, 24.855911300904335], [66.97334289550781, 24.87148631935797], [66.9781494140625, 24.85341911589439], [67.02140808105467, 24.826624956562167], [66.97883605957031, 24.828494504716478], [66.97883605957031, 24.810421023864638], [67.01728820800781, 24.804188177830667], [67.0330810546875, 24.79733168525243], [67.0770263671875, 24.749325626697196], [67.09007263183594, 24.751819904924858], [67.10380554199219, 24.764290545070054], [67.09899902343749, 24.777383369753395], [67.07908630371094, 24.801071637296058], [67.09007263183594, 24.81976970521875], [67.1044921875, 24.79172154570878], [67.12165832519531, 24.779253660568546], [67.13882446289062, 24.784240964957117], [67.14912414550781, 24.792968265314457], [67.18414306640625, 24.807304640022597], [67.20611572265625, 24.814160581042987], [67.30499267578125, 24.811044291230406], [67.33108520507812, 24.79047481357294], [67.32284545898438, 24.781123923201235], [67.32147216796875, 24.76740800950013], [67.32902526855469, 24.764290545070054], [67.34687805175781, 24.77863023342812], [67.40730285644531, 24.787357928416778], [67.45124816894531, 24.779253660568546], [67.46017456054688, 24.84469607296012], [67.49794006347656, 24.984813249336707], [67.48283386230469, 25.053879014186204], [67.35374450683594, 25.144041455674216], [67.09007263183594, 25.084977017545775]]"
2013-07-22,1796.6477694541343,40.152293766995236,1756.495475687139,2.234845051414529,"[[67.01454162597656, 25.07440458233748], [66.9898223876953, 25.027750592082853], [66.91223144531249, 24.974854621062875], [66.94656372070312, 24.91944504163488], [66.91497802734375, 24.90138485280086], [66.91429138183594, 24.88332202092735], [66.92596435546875, 24.855911300904335], [66.97334289550781, 24.87148631935797], [66.9781494140625, 24.85341911589439], [67.02140808105467, 24.826624956562167], [66.97883605957031, 24.828494504716478], [66.97883605957031, 24.810421023864638], [67.01728820800781, 24.804188177830667], [67.0330810546875, 24.79733168525243], [67.0770263671875, 24.749325626697196], [67.09007263183594, 24.751819904924858], [67.10380554199219, 24.764290545070054], [67.09899902343749, 24.777383369753395], [67.07908630371094, 24.801071637296058], [67.09007263183594, 24.81976970521875], [67.1044921875, 24.79172154570878], [67.12165832519531, 24.779253660568546], [67.13882446289062, 24.784240964957117], [67.14912414550781, 24.792968265314457], [67.18414306640625, 24.807304640022597], [67.20611572265625, 24.814160581042987], [67.30499267578125, 24.811044291230406], [67.33108520507812, 24.79047481357294], [67.32284545898438, 24.781123923201235], [67.32147216796875, 24.76740800950013], [67.32902526855469, 24.764290545070054], [67.34687805175781, 24.77863023342812], [67.40730285644531, 24.787357928416778], [67.45124816894531, 24.779253660568546], [67.46017456054688, 24.84469607296012], [67.49794006347656, 24.984813249336707], [67.48283386230469, 25.053879014186204], [67.35374450683594, 25.144041455674216], [67.09007263183594, 25.084977017545775]]"
2013-08-19,1796.6477694541343,0.18094769611083927,1796.4668217580233,0.010071406270457545,"[[67.01454162597656, 25.07440458233748], [66.9898223876953, 25.027750592082853], [66.91223144531249, 24.974854621062875], [66.94656372070312, 24.91944504163488], [66.91497802734375, 24.90138485280086], [66.91429138183594, 24.88332202092735], [66.92596435546875, 24.855911300904335], [66.97334289550781, 24.87148631935797], [66.9781494140625, 24.85341911589439], [67.02140808105467, 24.826624956562167], [66.97883605957031, 24.828494504716478], [66.97883605957031, 24.810421023864638], [67.01728820800781, 24.804188177830667], [67.0330810546875, 24.79733168525243], [67.0770263671875, 24.749325626697196], [67.09007263183594, 24.751819904924858], [67.10380554199219, 24.764290545070054], [67.09899902343749, 24.777383369753395], [67.07908630371094, 24.801071637296058], [67.09007263183594, 24.81976970521875], [67.1044921875, 24.79172154570878], [67.12165832519531, 24.779253660568546], [67.13882446289062, 24.784240964957117], [67.14912414550781, 24.792968265314457], [67.18414306640625, 24.807304640022597], [67.20611572265625, 24.814160581042987], [67.30499267578125, 24.811044291230406], [67.33108520507812, 24.79047481357294], [67.32284545898438, 24.781123923201235], [67.32147216796875, 24.76740800950013], [67.32902526855469, 24.764290545070054], [67.34687805175781, 24.77863023342812], [67.40730285644531, 24.787357928416778], [67.45124816894531, 24.779253660568546], [67.46017456054688, 24.84469607296012], [67.49794006347656, 24.984813249336707], [67.48283386230469, 25.053879014186204], [67.35374450683594, 25.144041455674216], [67.09007263183594, 25.084977017545775]]"
2013-09-16,1796.6477694541343,299.70517829468906,1496.9425911594453,16.681354208106516,"[[67.01454162597656, 25.07440458233748], [66.9898223876953, 25.027750592082853], [66.91223144531249, 24.974854621062875], [66.94656372070312, 24.91944504163488], [66.91497802734375, 24.90138485280086], [66.91429138183594, 24.88332202092735], [66.92596435546875, 24.855911300904335], [66.97334289550781, 24.87148631935797], [66.9781494140625, 24.85341911589439], [67.02140808105467, 24.826624956562167], [66.97883605957031, 24.828494504716478], [66.97883605957031, 24.810421023864638], [67.01728820800781, 24.804188177830667], [67.0330810546875, 24.79733168525243], [67.0770263671875, 24.749325626697196], [67.09007263183594, 24.751819904924858], [67.10380554199219, 24.764290545070054], [67.09899902343749, 24.777383369753395], [67.07908630371094, 24.801071637296058], [67.09007263183594, 24.81976970521875], [67.1044921875, 24.79172154570878], [67.12165832519531, 24.779253660568546], [67.13882446289062, 24.784240964957117], [67.14912414550781, 24.792968265314457], [67.18414306640625, 24.807304640022597], [67.20611572265625, 24.814160581042987], [67.30499267578125, 24.811044291230406], [67.33108520507812, 24.79047481357294], [67.32284545898438, 24.781123923201235], [67.32147216796875, 24.76740800950013], [67.32902526855469, 24.764290545070054], [67.34687805175781, 24.77863023342812], [67.40730285644531, 24.787357928416778], [67.45124816894531, 24.779253660568546], [67.46017456054688, 24.84469607296012], [67.49794006347656, 24.984813249336707], [67.48283386230469, 25.053879014186204], [67.35374450683594, 25.144041455674216], [67.09007263183594, 25.084977017545775]]"
2013-10-14,1796.6477694541343,508.7781629431384,1287.869606510996,28.318191890095278,"[[67.01454162597656, 25.07440458233748], [66.9898223876953, 25.027750592082853], [66.91223144531249, 24.974854621062875], [66.94656372070312, 24.91944504163488], [66.91497802734375, 24.90138485280086], [66.91429138183594, 24.88332202092735], [66.92596435546875, 24.855911300904335], [66.97334289550781, 24.87148631935797], [66.9781494140625, 24.85341911589439], [67.02140808105467, 24.826624956562167], [66.97883605957031, 24.828494504716478], [66.97883605957031, 24.810421023864638], [67.01728820800781, 24.804188177830667], [67.0330810546875, 24.79733168525243], [67.0770263671875, 24.749325626697196], [67.09007263183594, 24.751819904924858], [67.10380554199219, 24.764290545070054], [67.09899902343749, 24.777383369753395], [67.07908630371094, 24.801071637296058], [67.09007263183594, 24.81976970521875], [67.1044921875, 24.79172154570878], [67.12165832519531, 24.779253660568546], [67.13882446289062, 24.784240964957117], [67.14912414550781, 24.792968265314457], [67.18414306640625, 24.807304640022597], [67.20611572265625, 24.814160581042987], [67.30499267578125, 24.811044291230406], [67.33108520507812, 24.79047481357294], [67.32284545898438, 24.781123923201235], [67.32147216796875, 24.76740800950013], [67.32902526855469, 24.764290545070054], [67.34687805175781, 24.77863023342812], [67.40730285644531, 24.787357928416778], [67.45124816894531, 24.779253660568546], [67.46017456054688, 24.84469607296012], [67.49794006347656, 24.984813249336707], [67.48283386230469, 25.053879014186204], [67.35374450683594, 25.144041455674216], [67.09007263183594, 25.084977017545775]]"
2013-11-11,1796.6477694541343,348.08178846016943,1448.5659809939648,19.373958233667874,"[[67.01454162597656, 25.07440458233748], [66.9898223876953, 25.027750592082853], [66.91223144531249, 24.974854621062875], [66.94656372070312, 24.91944504163488], [66.91497802734375, 24.90138485280086], [66.91429138183594, 24.88332202092735], [66.92596435546875, 24.855911300904335], [66.97334289550781, 24.87148631935797], [66.9781494140625, 24.85341911589439], [67.02140808105467, 24.826624956562167], [66.97883605957031, 24.828494504716478], [66.97883605957031, 24.810421023864638], [67.01728820800781, 24.804188177830667], [67.0330810546875, 24.79733168525243], [67.0770263671875, 24.749325626697196], [67.09007263183594, 24.751819904924858], [67.10380554199219, 24.764290545070054], [67.09899902343749, 24.777383369753395], [67.07908630371094, 24.801071637296058], [67.09007263183594, 24.81976970521875], [67.1044921875, 24.79172154570878], [67.12165832519531, 24.779253660568546], [67.13882446289062, 24.784240964957117], [67.14912414550781, 24.792968265314457], [67.18414306640625, 24.807304640022597], [67.20611572265625, 24.814160581042987], [67.30499267578125, 24.811044291230406], [67.33108520507812, 24.79047481357294], [67.32284545898438, 24.781123923201235], [67.32147216796875, 24.76740800950013], [67.32902526855469, 24.764290545070054], [67.34687805175781, 24.77863023342812], [67.40730285644531, 24.787357928416778], [67.45124816894531, 24.779253660568546], [67.46017456054688, 24.84469607296012], [67.49794006347656, 24.984813249336707], [67.48283386230469, 25.053879014186204], [67.35374450683594, 25.144041455674216], [67.09007263183594, 25.084977017545775]]"
2013-12-09,1796.6477694541343,478.3931056191824,1318.2546638349518,26.62698352746849,"[[67.01454162597656, 25.07440458233748], [66.9898223876953, 25.027750592082853], [66.91223144531249, 24.974854621062875], [66.94656372070312, 24.91944504163488], [66.91497802734375, 24.90138485280086], [66.91429138183594, 24.88332202092735], [66.92596435546875, 24.855911300904335], [66.97334289550781, 24.87148631935797], [66.9781494140625, 24.85341911589439], [67.02140808105467, 24.826624956562167], [66.97883605957031, 24.828494504716478], [66.97883605957031, 24.810421023864638], [67.01728820800781, 24.804188177830667], [67.0330810546875, 24.79733168525243], [67.0770263671875, 24.749325626697196], [67.09007263183594, 24.751819904924858], [67.10380554199219, 24.764290545070054], [67.09899902343749, 24.777383369753395], [67.07908630371094, 24.801071637296058], [67.09007263183594, 24.81976970521875], [67.1044921875, 24.79172154570878], [67.12165832519531, 24.779253660568546], [67.13882446289062, 24.784240964957117], [67.14912414550781, 24.792968265314457], [67.18414306640625, 24.807304640022597], [67.20611572265625, 24.814160581042987], [67.30499267578125, 24.811044291230406], [67.33108520507812, 24.79047481357294], [67.32284545898438, 24.781123923201235], [67.32147216796875, 24.76740800950013], [67.32902526855469, 24.764290545070054], [67.34687805175781, 24.77863023342812], [67.40730285644531, 24.787357928416778], [67.45124816894531, 24.779253660568546], [67.46017456054688, 24.84469607296012], [67.49794006347656, 24.984813249336707], [67.48283386230469, 25.053879014186204], [67.35374450683594, 25.144041455674216], [67.09007263183594, 25.084977017545775]]"
2014-01-06,1796.6477694541343,387.0627150445067,1409.5850544096274,21.543605910139295,"[[67.01454162597656, 25.07440458233748], [66.9898223876953, 25.027750592082853], [66.91223144531249, 24.974854621062875], [66.94656372070312, 24.91944504163488], [66.91497802734375, 24.90138485280086], [66.91429138183594, 24.88332202092735], [66.92596435546875, 24.855911300904335], [66.97334289550781, 24.87148631935797], [66.9781494140625, 24.85341911589439], [67.02140808105467, 24.826624956562167], [66.97883605957031, 24.828494504716478], [66.97883605957031, 24.810421023864638], [67.01728820800781, 24.804188177830667], [67.0330810546875, 24.79733168525243], [67.0770263671875, 24.749325626697196], [67.09007263183594, 24.751819904924858], [67.10380554199219, 24.764290545070054], [67.09899902343749, 24.777383369753395], [67.07908630371094, 24.801071637296058], [67.09007263183594, 24.81976970521875], [67.1044921875, 24.79172154570878], [67.12165832519531, 24.779253660568546], [67.13882446289062, 24.784240964957117], [67.14912414550781, 24.792968265314457], [67.18414306640625, 24.807304640022597], [67.20611572265625, 24.814160581042987], [67.30499267578125, 24.811044291230406], [67.33108520507812, 24.79047481357294], [67.32284545898438, 24.781123923201235], [67.32147216796875, 24.76740800950013], [67.32902526855469, 24.764290545070054], [67.34687805175781, 24.77863023342812], [67.40730285644531, 24.787357928416778], [67.45124816894531, 24.779253660568546], [67.46017456054688, 24.84469607296012], [67.49794006347656, 24.984813249336707], [67.48283386230469, 25.053879014186204], [67.35374450683594, 25.144041455674216], [67.09007263183594, 25.084977017545775]]"
