date,min,avg,max
2024-06-01,-0.0073609794,0.024093453,0.07677629
2024-06-06,-0.029103609,-0.0071413047,0.013298928
2024-06-11,-0.03193171,0.029817857,0.11039085
2024-06-16,-0.009800822,0.021454327,0.056782335
2024-06-21,-0.0041776267,0.029372983,0.06726457
2024-06-26,-0.019192027,-0.004213227,0.009265859
