date,min,avg,max
2024-06-01,0.0,0.06567456,0.12760055
2024-06-06,-0.02543116,-0.010870292,0.019063778
2024-06-11,0.0,0.0770588,0.16488549
2024-06-16,0.0,0.048696034,0.1003055
2024-06-21,0.0,0.07647172,0.14951278
2024-06-26,0.0,0.03610688,0.059546
